initiator_weights,responder_weights,preference_conflict,minimax_selected,canonical_selected,minimum_total_selected,initiator_selected,responder_selected,minimax_maximum_regret,canonical_first_safe_maximum_regret,canonical_first_safe_fairness_gain,minimum_total_cost_maximum_regret,minimum_total_cost_fairness_gain,initiator_minimum_cost_maximum_regret,initiator_minimum_cost_fairness_gain,responder_minimum_cost_maximum_regret,responder_minimum_cost_fairness_gain
3000/6000/1000,2000/7000/1000,False,S04,S00,S04,S04,S04,0E-28,0.5266081871345029239766081871,0.5266081871345029239766081871,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,2000/8000/0,False,S04,S00,S04,S04,S04,0E-28,0.5321637426900584795321637427,0.5321637426900584795321637427,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/0/7000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/1000/6000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/2000/5000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/3000/4000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/4000/3000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/5000/2000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/6000/1000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,3000/7000/0,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/0/6000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/1000/5000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/2000/4000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/3000/3000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/4000/2000,False,S04,S00,S04,S04,S04,0E-28,0.3482456140350877192982456140,0.3482456140350877192982456140,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/6000/1000,4000/5000/1000,True,S04,S00,S04,S04,S02,0.0172514619883040935672514620,0.3482456140350877192982456140,0.3309941520467836257309941520,0.0172514619883040935672514620,0E-28,0.0172514619883040935672514620,0E-28,0.0523391812865497076023391813,0.0350877192982456140350877193
3000/6000/1000,4000/6000/0,True,S03,S00,S02,S04,S02,0.0385964912280701754385964913,0.3482456140350877192982456140,0.3096491228070175438596491227,0.0523391812865497076023391813,0.0137426900584795321637426900,0.0561403508771929824561403509,0.0175438596491228070175438596,0.0523391812865497076023391813,0.0137426900584795321637426900
3000/6000/1000,5000/0/5000,True,S04,S00,S04,S04,S00,0.0307017543859649122807017544,0.3482456140350877192982456140,0.3175438596491228070175438596,0.0307017543859649122807017544,0E-28,0.0307017543859649122807017544,0E-28,0.3482456140350877192982456140,0.3175438596491228070175438596
3000/6000/1000,5000/1000/4000,True,S04,S00,S04,S04,S00,0.0251461988304093567251461988,0.3482456140350877192982456140,0.3230994152046783625730994152,0.0251461988304093567251461988,0E-28,0.0251461988304093567251461988,0E-28,0.3482456140350877192982456140,0.3230994152046783625730994152
3000/6000/1000,5000/2000/3000,True,S04,S00,S04,S04,S01,0.0239766081871345029239766082,0.3482456140350877192982456140,0.3242690058479532163742690058,0.0239766081871345029239766082,0E-28,0.0239766081871345029239766082,0E-28,0.1900584795321637426900584796,0.1660818713450292397660818714
3000/6000/1000,5000/3000/2000,True,S03,S00,S04,S04,S02,0.0315789473684210526315789474,0.3482456140350877192982456140,0.3166666666666666666666666666,0.0479532163742690058479532163,0.0163742690058479532163742689,0.0479532163742690058479532163,0.0163742690058479532163742689,0.0523391812865497076023391813,0.0207602339181286549707602339
3000/6000/1000,5000/4000/1000,True,S02,S00,S02,S04,S02,0.0523391812865497076023391813,0.3482456140350877192982456140,0.2959064327485380116959064327,0.0523391812865497076023391813,0E-28,0.0868421052631578947368421052,0.0345029239766081871345029239,0.0523391812865497076023391813,0E-28
3000/6000/1000,5000/5000/0,True,S02,S00,S02,S04,S02,0.0523391812865497076023391813,0.3482456140350877192982456140,0.2959064327485380116959064327,0.0523391812865497076023391813,0E-28,0.1257309941520467836257309941,0.0733918128654970760233918128,0.0523391812865497076023391813,0E-28
3000/6000/1000,6000/0/4000,True,S02,S00,S04,S04,S00,0.1637426900584795321637426901,0.3482456140350877192982456140,0.1845029239766081871345029239,0.2035087719298245614035087720,0.0397660818713450292397660819,0.2035087719298245614035087720,0.0397660818713450292397660819,0.3482456140350877192982456140,0.1845029239766081871345029239
3000/6000/1000,6000/1000/3000,True,S02,S00,S02,S04,S00,0.1192982456140350877192982456,0.3482456140350877192982456140,0.2289473684210526315789473684,0.1192982456140350877192982456,0E-28,0.1979532163742690058479532164,0.0786549707602339181286549708,0.3482456140350877192982456140,0.2289473684210526315789473684
3000/6000/1000,6000/2000/2000,True,S02,S00,S02,S04,S00,0.0748538011695906432748538011,0.3482456140350877192982456140,0.2733918128654970760233918129,0.0748538011695906432748538011,0E-28,0.1923976608187134502923976608,0.1175438596491228070175438597,0.3482456140350877192982456140,0.2733918128654970760233918129
3000/6000/1000,6000/3000/1000,True,S02,S00,S02,S04,S01,0.0523391812865497076023391813,0.3482456140350877192982456140,0.2959064327485380116959064327,0.0523391812865497076023391813,0E-28,0.1976608187134502923976608187,0.1453216374269005847953216374,0.1900584795321637426900584796,0.1377192982456140350877192983
3000/6000/1000,6000/4000/0,True,S02,S00,S02,S04,S01,0.0523391812865497076023391813,0.3482456140350877192982456140,0.2959064327485380116959064327,0.0523391812865497076023391813,0E-28,0.2198830409356725146198830410,0.1675438596491228070175438597,0.1900584795321637426900584796,0.1377192982456140350877192983
3000/6000/1000,7000/0/3000,True,S01,S00,S02,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.2280701754385964912280701754,0.0380116959064327485380116958,0.3763157894736842105263157895,0.1862573099415204678362573099,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,7000/1000/2000,True,S02,S00,S02,S04,S00,0.1836257309941520467836257309,0.3482456140350877192982456140,0.1646198830409356725146198831,0.1836257309941520467836257309,0E-28,0.3707602339181286549707602339,0.1871345029239766081871345030,0.3482456140350877192982456140,0.1646198830409356725146198831
3000/6000/1000,7000/2000/1000,True,S02,S00,S02,S04,S00,0.1391812865497076023391812865,0.3482456140350877192982456140,0.2090643274853801169590643275,0.1391812865497076023391812865,0E-28,0.3652046783625730994152046784,0.2260233918128654970760233919,0.3482456140350877192982456140,0.2090643274853801169590643275
3000/6000/1000,7000/3000/0,True,S02,S00,S02,S04,S00,0.0947368421052631578947368421,0.3482456140350877192982456140,0.2535087719298245614035087719,0.0947368421052631578947368421,0E-28,0.3596491228070175438596491228,0.2649122807017543859649122807,0.3482456140350877192982456140,0.2535087719298245614035087719
3000/6000/1000,8000/0/2000,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.5491228070175438596491228070,0.3590643274853801169590643274,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,8000/1000/1000,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.5435672514619883040935672515,0.3535087719298245614035087719,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,8000/2000/0,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.5380116959064327485380116959,0.3479532163742690058479532163,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,9000/0/1000,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.7219298245614035087719298246,0.5318713450292397660818713450,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,9000/1000/0,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.7163742690058479532163742690,0.5263157894736842105263157894,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/6000/1000,10000/0/0,True,S01,S00,S01,S04,S00,0.1900584795321637426900584796,0.3482456140350877192982456140,0.1581871345029239766081871344,0.1900584795321637426900584796,0E-28,0.8947368421052631578947368421,0.7046783625730994152046783625,0.3482456140350877192982456140,0.1581871345029239766081871344
3000/7000/0,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8333333333333333333333333333,0.8333333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8388888888888888888888888889,0.8388888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/9000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8833333333333333333333333333,0.8833333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,0/10000/0,False,S04,S00,S04,S04,S04,0E-28,0.8888888888888888888888888889,0.8888888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/0/9000,False,S04,S00,S04,S04,S04,0E-28,0.6605263157894736842105263158,0.6605263157894736842105263158,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/1000/8000,False,S04,S00,S04,S04,S04,0E-28,0.6660818713450292397660818713,0.6660818713450292397660818713,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/2000/7000,False,S04,S00,S04,S04,S04,0E-28,0.6716374269005847953216374269,0.6716374269005847953216374269,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/3000/6000,False,S04,S00,S04,S04,S04,0E-28,0.6771929824561403508771929825,0.6771929824561403508771929825,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/4000/5000,False,S04,S00,S04,S04,S04,0E-28,0.6827485380116959064327485380,0.6827485380116959064327485380,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/5000/4000,False,S04,S00,S04,S04,S04,0E-28,0.6883040935672514619883040935,0.6883040935672514619883040935,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/6000/3000,False,S04,S00,S04,S04,S04,0E-28,0.6938596491228070175438596491,0.6938596491228070175438596491,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/7000/2000,False,S04,S00,S04,S04,S04,0E-28,0.6994152046783625730994152047,0.6994152046783625730994152047,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/8000/1000,False,S04,S00,S04,S04,S04,0E-28,0.7049707602339181286549707602,0.7049707602339181286549707602,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,1000/9000/0,False,S04,S00,S04,S04,S04,0E-28,0.7105263157894736842105263158,0.7105263157894736842105263158,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/0/8000,False,S04,S00,S04,S04,S04,0E-28,0.4877192982456140350877192982,0.4877192982456140350877192982,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/1000/7000,False,S04,S00,S04,S04,S04,0E-28,0.4932748538011695906432748538,0.4932748538011695906432748538,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/2000/6000,False,S04,S00,S04,S04,S04,0E-28,0.4988304093567251461988304094,0.4988304093567251461988304094,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/3000/5000,False,S04,S00,S04,S04,S04,0E-28,0.5043859649122807017543859649,0.5043859649122807017543859649,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/4000/4000,False,S04,S00,S04,S04,S04,0E-28,0.5099415204678362573099415205,0.5099415204678362573099415205,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/5000/3000,False,S04,S00,S04,S04,S04,0E-28,0.5154970760233918128654970760,0.5154970760233918128654970760,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/6000/2000,False,S04,S00,S04,S04,S04,0E-28,0.5210526315789473684210526316,0.5210526315789473684210526316,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/7000/1000,False,S04,S00,S04,S04,S04,0E-28,0.5266081871345029239766081871,0.5266081871345029239766081871,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,2000/8000/0,False,S04,S00,S04,S04,S04,0E-28,0.5321637426900584795321637427,0.5321637426900584795321637427,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/0/7000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/1000/6000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/2000/5000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/3000/4000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/4000/3000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/5000/2000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/6000/1000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,3000/7000/0,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/0/6000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/1000/5000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/2000/4000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/3000/3000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/4000/2000,False,S04,S00,S04,S04,S04,0E-28,0.3538011695906432748538011696,0.3538011695906432748538011696,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
3000/7000/0,4000/5000/1000,True,S02,S00,S02,S04,S02,0.0134502923976608187134502924,0.3538011695906432748538011696,0.3403508771929824561403508772,0.0134502923976608187134502924,0E-28,0.0172514619883040935672514620,0.0038011695906432748538011696,0.0134502923976608187134502924,0E-28
3000/7000/0,4000/6000/0,True,S02,S00,S02,S04,S02,0.0134502923976608187134502924,0.3538011695906432748538011696,0.3403508771929824561403508772,0.0134502923976608187134502924,0E-28,0.0561403508771929824561403509,0.0426900584795321637426900585,0.0134502923976608187134502924,0E-28
3000/7000/0,5000/0/5000,True,S04,S00,S04,S04,S00,0.0307017543859649122807017544,0.3538011695906432748538011696,0.3230994152046783625730994152,0.0307017543859649122807017544,0E-28,0.0307017543859649122807017544,0E-28,0.3538011695906432748538011696,0.3230994152046783625730994152
3000/7000/0,5000/1000/4000,True,S04,S00,S04,S04,S00,0.0251461988304093567251461988,0.3538011695906432748538011696,0.3286549707602339181286549708,0.0251461988304093567251461988,0E-28,0.0251461988304093567251461988,0E-28,0.3538011695906432748538011696,0.3286549707602339181286549708
3000/7000/0,5000/2000/3000,True,S02,S00,S04,S04,S01,0.0149122807017543859649122807,0.3538011695906432748538011696,0.3388888888888888888888888889,0.0239766081871345029239766082,0.0090643274853801169590643275,0.0239766081871345029239766082,0.0090643274853801169590643275,0.1678362573099415204678362573,0.1529239766081871345029239766
3000/7000/0,5000/3000/2000,True,S02,S00,S02,S04,S02,0.0134502923976608187134502924,0.3538011695906432748538011696,0.3403508771929824561403508772,0.0134502923976608187134502924,0E-28,0.0479532163742690058479532163,0.0345029239766081871345029239,0.0134502923976608187134502924,0E-28
3000/7000/0,5000/4000/1000,True,S02,S00,S02,S04,S02,0.0134502923976608187134502924,0.3538011695906432748538011696,0.3403508771929824561403508772,0.0134502923976608187134502924,0E-28,0.0868421052631578947368421052,0.0733918128654970760233918128,0.0134502923976608187134502924,0E-28
3000/7000/0,5000/5000/0,True,S02,S00,S02,S04,S02,0.0134502923976608187134502924,0.3538011695906432748538011696,0.3403508771929824561403508772,0.0134502923976608187134502924,0E-28,0.1257309941520467836257309941,0.1122807017543859649122807017,0.0134502923976608187134502924,0E-28
3000/7000/0,6000/0/4000,True,S02,S00,S02,S04,S00,0.1637426900584795321637426901,0.3538011695906432748538011696,0.1900584795321637426900584795,0.1637426900584795321637426901,0E-28,0.2035087719298245614035087720,0.0397660818713450292397660819,0.3538011695906432748538011696,0.1900584795321637426900584795
3000/7000/0,6000/1000/3000,True,S02,S00,S02,S04,S00,0.1192982456140350877192982456,0.3538011695906432748538011696,0.2345029239766081871345029240,0.1192982456140350877192982456,0E-28,0.1979532163742690058479532164,0.0786549707602339181286549708,0.3538011695906432748538011696,0.2345029239766081871345029240
3000/7000/0,6000/2000/2000,True,S02,S00,S02,S04,S00,0.0748538011695906432748538011,0.3538011695906432748538011696,0.2789473684210526315789473685,0.0748538011695906432748538011,0E-28,0.1923976608187134502923976608,0.1175438596491228070175438597,0.3538011695906432748538011696,0.2789473684210526315789473685
3000/7000/0,6000/3000/1000,True,S02,S00,S02,S04,S01,0.0412280701754385964912280702,0.3538011695906432748538011696,0.3125730994152046783625730994,0.0412280701754385964912280702,0E-28,0.1976608187134502923976608187,0.1564327485380116959064327485,0.1678362573099415204678362573,0.1266081871345029239766081871
3000/7000/0,6000/4000/0,True,S02,S00,S02,S04,S01,0.0245614035087719298245614036,0.3538011695906432748538011696,0.3292397660818713450292397660,0.0245614035087719298245614036,0E-28,0.2198830409356725146198830410,0.1953216374269005847953216374,0.1678362573099415204678362573,0.1432748538011695906432748537
3000/7000/0,7000/0/3000,True,S01,S00,S02,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.2280701754385964912280701754,0.0602339181286549707602339181,0.3763157894736842105263157895,0.2084795321637426900584795322,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,7000/1000/2000,True,S01,S00,S02,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1836257309941520467836257309,0.0157894736842105263157894736,0.3707602339181286549707602339,0.2029239766081871345029239766,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,7000/2000/1000,True,S02,S00,S02,S04,S00,0.1391812865497076023391812865,0.3538011695906432748538011696,0.2146198830409356725146198831,0.1391812865497076023391812865,0E-28,0.3652046783625730994152046784,0.2260233918128654970760233919,0.3538011695906432748538011696,0.2146198830409356725146198831
3000/7000/0,7000/3000/0,True,S02,S00,S02,S04,S00,0.0947368421052631578947368421,0.3538011695906432748538011696,0.2590643274853801169590643275,0.0947368421052631578947368421,0E-28,0.3596491228070175438596491228,0.2649122807017543859649122807,0.3538011695906432748538011696,0.2590643274853801169590643275
3000/7000/0,8000/0/2000,True,S01,S00,S01,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1678362573099415204678362573,0E-28,0.5491228070175438596491228070,0.3812865497076023391812865497,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,8000/1000/1000,True,S01,S00,S01,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1678362573099415204678362573,0E-28,0.5435672514619883040935672515,0.3757309941520467836257309942,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,8000/2000/0,True,S01,S00,S02,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.2035087719298245614035087719,0.0356725146198830409356725146,0.5380116959064327485380116959,0.3701754385964912280701754386,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,9000/0/1000,True,S01,S00,S01,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1678362573099415204678362573,0E-28,0.7219298245614035087719298246,0.5540935672514619883040935673,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,9000/1000/0,True,S01,S00,S01,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1678362573099415204678362573,0E-28,0.7163742690058479532163742690,0.5485380116959064327485380117,0.3538011695906432748538011696,0.1859649122807017543859649123
3000/7000/0,10000/0/0,True,S01,S00,S01,S04,S00,0.1678362573099415204678362573,0.3538011695906432748538011696,0.1859649122807017543859649123,0.1678362573099415204678362573,0E-28,0.8947368421052631578947368421,0.7269005847953216374269005848,0.3538011695906432748538011696,0.1859649122807017543859649123
4000/0/6000,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8333333333333333333333333333,0.8333333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8388888888888888888888888889,0.8388888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/9000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8833333333333333333333333333,0.8833333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,0/10000/0,False,S04,S00,S04,S04,S04,0E-28,0.8888888888888888888888888889,0.8888888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/0/9000,False,S04,S00,S04,S04,S04,0E-28,0.6605263157894736842105263158,0.6605263157894736842105263158,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/1000/8000,False,S04,S00,S04,S04,S04,0E-28,0.6660818713450292397660818713,0.6660818713450292397660818713,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/2000/7000,False,S04,S00,S04,S04,S04,0E-28,0.6716374269005847953216374269,0.6716374269005847953216374269,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/3000/6000,False,S04,S00,S04,S04,S04,0E-28,0.6771929824561403508771929825,0.6771929824561403508771929825,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/4000/5000,False,S04,S00,S04,S04,S04,0E-28,0.6827485380116959064327485380,0.6827485380116959064327485380,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/5000/4000,False,S04,S00,S04,S04,S04,0E-28,0.6883040935672514619883040935,0.6883040935672514619883040935,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
4000/0/6000,1000/6000/3000,False,S04,S00,S04,S04,S04,0E-28,0.6938596491228070175438596491,0.6938596491228070175438596491,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
